move,ptimes,train_error,test_error
222500,11666.711681562343,0.0617837234676699,0.1486160671338439
223000,11692.69632462079,0.0617572836417821,0.1485011694021523
223500,11718.68096767924,0.0616942705964902,0.1488334706518799
224000,11744.665610737688,0.0616569005214842,0.1483919005841016
224500,11770.650253796137,0.0618423643318237,0.1487275841645896
225000,11796.634896854584,0.0615690357808489,0.1487287119962275
225500,11822.619539913034,0.0615014473369228,0.1487151994369924
226000,11848.604182971481,0.0616415883414447,0.1488481163978576
226500,11874.58882602993,0.0615394169508363,0.1484527352731675
227000,11900.573469088378,0.0615799700099159,0.1487264605239033
227500,11926.558112146828,0.0615322575904428,0.1487140711396932
228000,11952.542755205275,0.0613654781118384,0.1485811481252312
228500,11978.527398263725,0.061259723835974,0.1486735169310122
229000,12004.512041322172,0.0610269469689228,0.1487129423767328
229500,12030.496684380621,0.0610382776649203,0.148965269094333
230000,12056.481327439069,0.0611368747922824,0.1492198447231203
230500,12082.465970497518,0.0608315397767,0.1489945612847805
231000,12108.450613555966,0.0611064622062258,0.1487951700109988
231500,12134.435256614415,0.0609017124734236,0.1490880511701107
232000,12160.419899672863,0.0609810277310316,0.1487737691495567
232500,12186.404542731312,0.0610599450883455,0.1492288634181022
233000,12212.38918578976,0.060762363304093,0.1490362349431961
233500,12238.373828848209,0.060837503435323,0.1492232242599129
234000,12264.358471906657,0.0609573706242372,0.1494699190370738
234500,12290.343114965106,0.0607645491618313,0.1494721702765673
235000,12316.327758023554,0.0607373171951621,0.1494361229706555
235500,12342.312401082003,0.0606689348569489,0.1495791815686971
236000,12368.29704414045,0.0606393170237424,0.1495780572295189
236500,12394.2816871989,0.060719624714693,0.1497582888696342
237000,12420.266330257347,0.0605762993945973,0.1493955664336681
237500,12446.250973315797,0.0604922147249453,0.1498258807696402
238000,12472.235616374244,0.0605437012054608,0.1496512722223997
238500,12498.220259432694,0.0604480852125561,0.1495927015785128
239000,12544.647832608429,0.0604932094938703,0.1500455373898148
